Viral_contig	length	Viral_Cluster	habitat	Lat	Lon
haib17CEM4890_HKC32ALXX_SL254722_NODE_1842_length_6119_cov_5.70152	6119	97	Colombia	4.682993751	-74.05789425
7000000241_____C1740636	5316	97	Host-human	39.0042816	-77.1012173
3300012029_____Ga0136572_1000678	12068	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012145_____Ga0136566_1000761	11855	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012106_____Ga0136575_100733	11277	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300011181_____Ga0136607_1000651	9928	98	Non-marine Saline and Alkaline	-68.5602	78.1968
3300012263_____Ga0136564_1000794	9592	98	Non-marine Saline and Alkaline	-68.5417	78.2467
3300012127_____Ga0136608_1000840	9309	98	Non-marine Saline and Alkaline	-68.5627	78.1882
3300012250_____Ga0136573_100654	7414	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012265_____Ga0136603_1001186	6888	98	Non-marine Saline and Alkaline	-68.5602	78.1968
3300012116_____Ga0136581_1001133	6726	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012104_____Ga0136567_1001038	6693	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012026_____Ga0136576_1001034	6529	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300005273_____Ga0065697_1001679	6338	98	Non-marine Saline and Alkaline	-68.54	78.18
3300012025_____Ga0136571_101784	6107	98	Non-marine Saline and Alkaline	-68.5558	78.1913
2140918017_____Contig_9452	5940	98	Non-marine Saline and Alkaline	-68.54	78.18
3300012118_____Ga0136594_1001544	5746	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300011179_____Ga0136579_101425	5635	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300011177_____Ga0136574_102290	5557	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300005930_____Ga0075106_1003207	5542	98	Non-marine Saline and Alkaline	-68.5627	78.1882
3300012104_____Ga0136567_1001503	5150	98	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012262_____Ga0136606_1001963	5139	98	Non-marine Saline and Alkaline	-68.5602	78.1968
3300005930_____Ga0075106_1003566	5099	98	Non-marine Saline and Alkaline	-68.5627	78.1882
2100351014_____ADL13m1u_contig00483__length_5080___numreads_60	5080	98	Non-marine Saline and Alkaline	-68.54	78.18
REF:Gammaproteobacteria_gi_218547440-4194941-4210415	15474	99	Gammaproteobacteria_gi_218547440-4194941-4210415	prophage	prophage
REF:Gammaproteobacteria_gi_424814883-4160845-4176319	15474	99	Gammaproteobacteria_gi_424814883-4160845-4176319	prophage	prophage
REF:Gammaproteobacteria_gi_422806576-624423-639894	15471	99	Gammaproteobacteria_gi_422806576-624423-639894	prophage	prophage
REF:Gammaproteobacteria_gi_545300162-896859-911047	14188	99	Gammaproteobacteria_gi_545300162-896859-911047	prophage	prophage
REF:Gammaproteobacteria_gi_510921961-27718-41895	14177	99	Gammaproteobacteria_gi_510921961-27718-41895	prophage	prophage
REF:Gammaproteobacteria_gi_510912897-234577-248745	14168	99	Gammaproteobacteria_gi_510912897-234577-248745	prophage	prophage
REF:Gammaproteobacteria_gi_510914246-234410-248578	14168	99	Gammaproteobacteria_gi_510914246-234410-248578	prophage	prophage
REF:Gammaproteobacteria_gi_550713573-4583114-4597252	14138	99	Gammaproteobacteria_gi_550713573-4583114-4597252	prophage	prophage
REF:Gammaproteobacteria_gi_565823013-58208-72346	14138	99	Gammaproteobacteria_gi_565823013-58208-72346	prophage	prophage
REF:Gammaproteobacteria_gi_565824005-25281-39419	14138	99	Gammaproteobacteria_gi_565824005-25281-39419	prophage	prophage
REF:Gammaproteobacteria_gi_218698419-4625632-4639742	14110	99	Gammaproteobacteria_gi_218698419-4625632-4639742	prophage	prophage
REF:Gammaproteobacteria_gi_386622414-4818567-4832677	14110	99	Gammaproteobacteria_gi_386622414-4818567-4832677	prophage	prophage
REF:Gammaproteobacteria_gi_545167319-223355-237464	14109	99	Gammaproteobacteria_gi_545167319-223355-237464	prophage	prophage
REF:Gammaproteobacteria_gi_545240156-609060-623169	14109	99	Gammaproteobacteria_gi_545240156-609060-623169	prophage	prophage
REF:Gammaproteobacteria_gi_422829076-2807-16915	14108	99	Gammaproteobacteria_gi_422829076-2807-16915	prophage	prophage
REF:Gammaproteobacteria_gi_485838070-27368-40936	13568	99	Gammaproteobacteria_gi_485838070-27368-40936	prophage	prophage
REF:Gammaproteobacteria_gi_487587182-27589-41157	13568	99	Gammaproteobacteria_gi_487587182-27589-41157	prophage	prophage
REF:Gammaproteobacteria_gi_487670042-30559-44127	13568	99	Gammaproteobacteria_gi_487670042-30559-44127	prophage	prophage
REF:Gammaproteobacteria_gi_553960789-27060-40589	13529	99	Gammaproteobacteria_gi_553960789-27060-40589	prophage	prophage
REF:Gammaproteobacteria_gi_489678641-30282-41396	11114	99	Gammaproteobacteria_gi_489678641-30282-41396	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254830_NODE_5296_length_5642_cov_7.01647	5642	99	Nigeria	8.154855	4.7264883
haib18CEM5453_HNHKFCCXY_SL345986_NODE_72_length_21038_cov_12.3564	21038	100	Hong_Kong	22.370773	114.184502
3300011358_____Ga0121227_100041	15891	100	Engineered-subway	40.66	-73.89
haib18CEM5453_HNHKFCCXY_SL345946_NODE_261_length_14978_cov_24.1645	14978	100	Hong_Kong	22.371091	114.184932
haib18CEM5453_HNHKFCCXY_SL345911_NODE_132_length_13413_cov_13.1294	13413	100	Hong_Kong	22.371091	114.185275
haib18CEM5453_HNHKFCCXY_SL345950_NODE_96_length_11005_cov_7.03982	11005	100	Hong_Kong	22.371567	114.185361
haib18CEM5453_HNHKFCCXY_SL345929_NODE_31_length_10802_cov_6.44412	10802	100	Hong_Kong	22.371091	114.185361
haib18CEM5453_HNHKFCCXY_SL346103_NODE_284_length_10451_cov_5.50856	10451	100	Hong_Kong	22.371726	114.185361
haib18CEM5453_HNHKFCCXY_SL345976_NODE_75_length_10105_cov_6.57791	10105	100	Hong_Kong	22.370853	114.185017
haib18CEM5453_HNHKFCCXY_SL345913_NODE_36_length_9772_cov_6.21457	9772	100	Hong_Kong	22.370773	114.185103
haib18CEM5453_HNHKFCCXY_SL345989_NODE_113_length_8750_cov_8.84968	8750	100	Hong_Kong	22.371726	114.185532
haib18CEM5453_HNHKFCCXY_SL345949_NODE_211_length_7891_cov_6.34763	7891	100	Hong_Kong	22.370853	114.184846
haib18CEM5453_HNHKFCCXY_SL345907_NODE_48_length_7795_cov_4.30504	7795	100	Hong_Kong	22.370615	114.184846
haib18CEM5453_HNHKFCCXY_SL345969_NODE_295_length_7170_cov_6.41658	7170	100	Hong_Kong	22.370853	114.185103
haib18CEM5453_HNHKFCCXY_SL345919_NODE_105_length_7076_cov_8.98049	7076	100	Hong_Kong	22.37125	114.186391
haib18CEM5453_HNHKFCCXY_SL345927_NODE_338_length_6890_cov_6.18859	6890	100	Hong_Kong	22.370773	114.185232
haib18CEM5453_HNHKFCCXY_SL345918_NODE_358_length_6880_cov_14.767	6880	100	Hong_Kong	22.371726	114.185361
haib18CEM5453_HNHKFCCXY_SL345936_NODE_115_length_6339_cov_8.02451	6339	100	Hong_Kong	22.370456	114.184932
haib18CEM5453_HNHKFCCXY_SL345969_NODE_428_length_6102_cov_5.74334	6102	100	Hong_Kong	22.370853	114.185103
haib18CEM5453_HNHKFCCXY_SL345912_NODE_87_length_6007_cov_4.49647	6007	100	Hong_Kong	22.370773	114.185189
haib18CEM5453_HNHKFCCXY_SL345954_NODE_351_length_5806_cov_5.82142	5806	100	Hong_Kong	22.370773	114.185103
haib18CEM5453_HNHKFCCXY_SL345927_NODE_493_length_5511_cov_6.70693	5511	100	Hong_Kong	22.370773	114.185232
3300005273_____Ga0065697_1000287	20744	101	Non-marine Saline and Alkaline	-68.54	78.18
3300005268_____Ga0065698_100485	15546	101	Non-marine Saline and Alkaline	-68.54	78.18
3300012106_____Ga0136575_100537	13689	101	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012115_____Ga0136592_1000414	13275	101	Non-marine Saline and Alkaline	-68.5558	78.1913
2084038011_____ADL24m1u_contig00118	12112	101	Non-marine Saline and Alkaline	-68.54	78.18
3300012107_____Ga0136568_1000355	11751	101	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012108_____Ga0136562_100756	11618	101	Non-marine Saline and Alkaline	-68.5417	78.2467
3300012263_____Ga0136564_1000715	10133	101	Non-marine Saline and Alkaline	-68.5417	78.2467
2100351014_____ADL13m1u_contig00198__length_8698___numreads_1226	8698	101	Non-marine Saline and Alkaline	-68.54	78.18
3300012267_____Ga0136591_1001306	8458	101	Non-marine Saline and Alkaline	-68.5558	78.1913
2084038019_____ADL5mRS1u_contig00246	8167	101	Non-marine Saline and Alkaline	-68.54	78.18
3300011171_____Ga0136580_101012	7852	101	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012111_____Ga0136577_1001007	7846	101	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012262_____Ga0136606_1001123	7748	101	Non-marine Saline and Alkaline	-68.5602	78.1968
3300011177_____Ga0136574_101455	7748	101	Non-marine Saline and Alkaline	-68.5558	78.1913
2140918027_____contig00644	7740	101	Non-marine Saline and Alkaline	-68.54	78.18
3300012261_____Ga0136563_101062	7350	101	Non-marine Saline and Alkaline	-68.5417	78.2467
3300012029_____Ga0136572_1001422	7212	101	Non-marine Saline and Alkaline	-68.5558	78.1913
2140918017_____Contig_92	5934	101	Non-marine Saline and Alkaline	-68.54	78.18
3300011170_____Ga0136570_100880	5813	101	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012121_____Ga0136565_1001888	5686	101	Non-marine Saline and Alkaline	-68.5558	78.1913
haib17CEM4890_H2NYMCCXY_SL254793_NODE_293_length_39669_cov_161.694	39669	102	Nigeria	8.1549316	4.7265016
3300011885_____Ga0121636_100214	37169	102	Engineered-subway	40.7	-73.92
3300013924_____Ga0121044_100040	34620	102	Engineered-subway	40.75	-73.95
3300013711_____Ga0121211_100119	28507	102	Engineered-subway	40.65	-73.94
3300011867_____Ga0120900_100359	24908	102	Engineered-subway	40.81	-73.92
3300012274_____Ga0121609_100188	24700	102	Engineered-subway	40.59	-73.79
3300011812_____Ga0121647_100197	23734	102	Engineered-subway	40.84	-73.91
3300011785_____Ga0121536_100271	23576	102	Engineered-subway	40.79	-73.95
3300011152_____Ga0122807_100061	22800	102	Engineered-subway	40.69	-73.98
3300012246_____Ga0121634_100036	18049	102	Engineered-subway	40.63	-73.94
3300011375_____Ga0121071_100033	17128	102	Engineered-subway	40.75	-73.98
3300011783_____Ga0121540_100315	16745	102	Engineered-subway	40.8	-73.94
haib17KIU4866_HMCMJCCXY_SL335940_NODE_337_length_16173_cov_30.2217	16173	102	Portugal	NA	NA
haib17KIU4866_HMCMJCCXY_SL335941_NODE_407_length_16173_cov_27.1071	16173	102	Portugal	NA	NA
3300011884_____Ga0122787_100413	15439	102	Engineered-subway	40.84	-73.87
3300014641_____Ga0121364_100201	15431	102	Engineered-subway	40.62	-74.02
3300011862_____Ga0121644_100267	13929	102	Engineered-subway	40.83	-73.91
3300012193_____Ga0121112_100204	12354	102	Engineered-subway	40.74	-73.92
3300011630_____Ga0121596_100551	11190	102	Engineered-subway	40.74	-73.94
3300011869_____Ga0120974_100476	9078	102	Engineered-subway	40.81	-73.92
3300009680_____Ga0123335_1005186	16075	103	Engineered-bioreactor	47.6525	-122.3049
3300009647_____Ga0123326_1002405	14392	103	Engineered-bioreactor	47.6525	-122.3049
3300009642_____Ga0123331_1002354	13897	103	Engineered-bioreactor	47.6525	-122.3049
3300009652_____Ga0123330_1003438	13091	103	Engineered-bioreactor	47.6525	-122.3049
3300009670_____Ga0116183_1005907	11440	103	Engineered-wastewater	42.35	-70.96
3300009682_____Ga0116172_10006531	9072	103	Engineered-wastewater	39.88	-75.22
3300009681_____Ga0116174_10007176	8285	103	Engineered-wastewater	39.88	-75.22
3300009681_____Ga0116174_10007181	8282	103	Engineered-wastewater	39.88	-75.22
3300009664_____Ga0116146_1006573	8176	103	Engineered-wastewater	34.72	135.27
3300009671_____Ga0123334_1011030	7266	103	Engineered-bioreactor	47.6525	-122.3049
3300009607_____Ga0123327_1006973	7133	103	Engineered-bioreactor	0	-122.3049
3300002174_____JGI24710J26742_10009150	6973	103	Engineered-bioreactor	52.0385	8.4956
3300009666_____Ga0116182_1010746	6896	103	Engineered-wastewater	42.35	-70.96
haib17CEM4890_H2NYMCCXY_SL254807_NODE_3773_length_6515_cov_10.5875	6515	103	Nigeria	8.1561445	4.7247807
3300009714_____Ga0116189_1009957	5926	103	Engineered-wastewater	34.65	135.05
3300009773_____Ga0123333_10014213	5889	103	Engineered-bioreactor	47.6525	-122.3049
3300002168_____JGI24712J26585_10010962	5776	103	Engineered-bioreactor	52.0385	8.4956
3300009655_____Ga0116190_1010030	5570	103	Engineered-wastewater	34.65	135.05
3300009667_____Ga0116147_1013722	5313	103	Engineered-wastewater	34.72	135.27
3300009655_____Ga0116190_1011359	5100	103	Engineered-wastewater	34.65	135.05
REF:Bacilli_gi_502299557-1641431-1685718	44287	104	Bacilli_gi_502299557-1641431-1685718	prophage	prophage
REF:Bacilli_gi_502427206-1029360-1072336	42976	104	Bacilli_gi_502427206-1029360-1072336	prophage	prophage
REF:645948447_____645948876	42822	104	Enterococcus phage phiEf11	REF	REF
REF:Bacilli_gi_502424906-1033617-1076164	42547	104	Bacilli_gi_502424906-1033617-1076164	prophage	prophage
REF:Bacilli_gi_502206344-994950-1037475	42525	104	Bacilli_gi_502206344-994950-1037475	prophage	prophage
REF:Bacilli_gi_300860136-583915-626439	42524	104	Bacilli_gi_300860136-583915-626439	prophage	prophage
REF:Bacilli_gi_502290128-1030126-1072642	42516	104	Bacilli_gi_502290128-1030126-1072642	prophage	prophage
REF:Bacilli_gi_428765681-1849705-1891283	41578	104	Bacilli_gi_428765681-1849705-1891283	prophage	prophage
REF:2706795285_____2706857417	41307	104	Enterococcus phage vB_EfaS_IME197	REF	REF
3300010280_____Ga0129308_1000794	41114	104	Host-animal	43.07	-89.4
3300011593_____Ga0122758_100092	41046	104	Engineered-subway	40.68	-73.96
REF:2706795726_____2706857931	40286	104	Enterococcus phage EFC-1	REF	REF
REF:Bacilli_gi_242362035-373302-413505	40203	104	Bacilli_gi_242362035-373302-413505	prophage	prophage
REF:Bacilli_gi_242355587-478649-518482	39833	104	Bacilli_gi_242355587-478649-518482	prophage	prophage
REF:Bacilli_gi_501941596-1706486-1746319	39833	104	Bacilli_gi_501941596-1706486-1746319	prophage	prophage
REF:Bacilli_gi_501611608-959869-997959	38090	104	Bacilli_gi_501611608-959869-997959	prophage	prophage
REF:Bacilli_gi_502238181-1032628-1070718	38090	104	Bacilli_gi_502238181-1032628-1070718	prophage	prophage
REF:Bacilli_gi_501076900-1001297-1037319	36022	104	Bacilli_gi_501076900-1001297-1037319	prophage	prophage
3300014640_____Ga0121327_100119	16367	104	Engineered-subway	40.81	-73.9
haib17CEM5106_HCVMTCCXY_SL269596_NODE_668_length_7295_cov_5.69323	7295	104	USA	NA	NA
REF:Bacilli_gi_501579664-38973-77954	38981	105	Bacilli_gi_501579664-38973-77954	prophage	prophage
REF:Bacilli_gi_552941384-35618-74407	38789	105	Bacilli_gi_552941384-35618-74407	prophage	prophage
REF:Bacilli_gi_502322615-33902-71931	38029	105	Bacilli_gi_502322615-33902-71931	prophage	prophage
REF:645948451_____645948861	37856	105	Enterococcus phage phiFL4A	REF	REF
REF:Bacilli_gi_502354864-392672-430112	37440	105	Bacilli_gi_502354864-392672-430112	prophage	prophage
REF:Bacilli_gi_500827005-36026-73435	37409	105	Bacilli_gi_500827005-36026-73435	prophage	prophage
REF:Bacilli_gi_502219466-45993-83402	37409	105	Bacilli_gi_502219466-45993-83402	prophage	prophage
REF:Bacilli_gi_397698583-257750-295157	37407	105	Bacilli_gi_397698583-257750-295157	prophage	prophage
REF:Bacilli_gi_502395783-40359-77654	37295	105	Bacilli_gi_502395783-40359-77654	prophage	prophage
REF:Bacilli_gi_501870949-43103-80319	37216	105	Bacilli_gi_501870949-43103-80319	prophage	prophage
REF:Bacilli_gi_502314859-41796-79012	37216	105	Bacilli_gi_502314859-41796-79012	prophage	prophage
REF:Bacilli_gi_500222154-775522-812732	37210	105	Bacilli_gi_500222154-775522-812732	prophage	prophage
REF:Bacilli_gi_500222525-283-37493	37210	105	Bacilli_gi_500222525-283-37493	prophage	prophage
REF:Bacilli_gi_501581526-40892-78102	37210	105	Bacilli_gi_501581526-40892-78102	prophage	prophage
REF:Bacilli_gi_501926272-39348-76558	37210	105	Bacilli_gi_501926272-39348-76558	prophage	prophage
REF:Bacilli_gi_501935344-45010-82220	37210	105	Bacilli_gi_501935344-45010-82220	prophage	prophage
REF:Bacilli_gi_501899574-332744-369953	37209	105	Bacilli_gi_501899574-332744-369953	prophage	prophage
REF:Bacilli_gi_500215897-667957-700043	32063	105	Bacilli_gi_500215897-667957-700043	prophage	prophage
haib17CEM5106_HCVMTCCXY_SL269619_NODE_399_length_9900_cov_6.33509	9900	105	#N/A	#N/A	#N/A
haib17CEM5106_HCY5JCCXY_SL269618_NODE_820_length_7634_cov_5.91463	7634	105	#N/A	#N/A	#N/A
3300008506_____Ga0115176_1000329	45419	106	Host-human	0	0
7000000673_____SRS017025_Baylor_scaffold_32542	44087	106	Host-human	0	0
3300008405_____Ga0115221_1000077	35848	106	Host-human	0	0
3300009393_____Ga0111010_1000396	26826	106	Host-human	39.0042816	-77.1012173
3300008695_____Ga0113557_100572	25738	106	Host-human	39.0042816	-77.1012173
3300008745_____Ga0115673_1000420	23275	106	Host-human	0	0
3300008745_____Ga0115673_1000633	17866	106	Host-human	0	0
3300008695_____Ga0113557_101362	14037	106	Host-human	39.0042816	-77.1012173
7000000674_____SRS054430_LANL_scaffold_21248	13636	106	Host-human	0	0
3300007284_____Ga0104752_100326	11005	106	Host-human	39.0042816	-77.1012173
7000000738_____SRS015470_WUGC_scaffold_42988	10720	106	Host-human	0	0
7000000471_____SRS064449_LANL_scaffold_15384	10392	106	Host-human	39.0042816	-77.1012173
haib18CEM5526_HMGTJCCXY_SL342633_NODE_8_length_9606_cov_6.65721	9606	106	#N/A	#N/A	#N/A
7000000651_____SRS063932_LANL_scaffold_25265	9411	106	Host-human	0	0
7000000180_____SRS017013_Baylor_scaffold_20793	8488	106	Host-human	39.0042816	-77.1012173
7000000288_____SRS024087_LANL_scaffold_62672	8322	106	Host-human	39.0042816	-77.1012173
7000000395_____SRS019077_WUGC_scaffold_47337	7838	106	Host-human	39.0042816	-77.1012173
7000000471_____SRS064449_LANL_scaffold_59044	6303	106	Host-human	39.0042816	-77.1012173
7000000738_____SRS015470_WUGC_scaffold_65680	6202	106	Host-human	0	0
7000000716_____SRS044662_LANL_scaffold_42271	5060	106	Host-human	0	0
haib18CEM5332_HMCMJCCXY_SL335770_NODE_38_length_42299_cov_9.4889	42299	107	USA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254805_NODE_338_length_40398_cov_193.283	40398	107	Nigeria	8.1548533	4.7265483
haib18CEM5332_HMCMJCCXY_SL335746_NODE_31_length_40283_cov_7.12648	40283	107	USA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335742_NODE_44_length_37507_cov_13.7576	37507	107	USA	NA	NA
REF:2700988976_____2700998689	33525	107	Stenotrophomonas phage Smp131	REF	REF
haib18CEM5332_HMCMJCCXY_SL335736_NODE_46_length_28954_cov_9.09461	28954	107	NA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335745_NODE_31_length_28954_cov_7.86768	28954	107	USA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335743_NODE_40_length_27586_cov_6.58734	27586	107	USA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335694_NODE_28_length_11704_cov_4.34449	11704	107	Norway	59.92566	10.77959
haib18CEM5332_HMCMJCCXY_SL335764_NODE_123_length_11197_cov_6.30443	11197	107	USA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335769_NODE_131_length_10980_cov_5.11378	10980	107	USA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335764_NODE_169_length_9078_cov_6.49152	9078	107	USA	NA	NA
3300011578_____Ga0120889_100184	8914	107	Engineered-subway	40.7	-73.8
haib18CEM5332_HK7G5CCXY_SL310978_NODE_489_length_8658_cov_5.2591	8658	107	NA	NA	NA
haib18CEM5332_HK7G5CCXY_SL310978_NODE_645_length_6806_cov_4.87854	6806	107	NA	NA	NA
haib18CEM5332_HK7G5CCXY_SL310976_NODE_542_length_6410_cov_3.34618	6410	107	NA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335769_NODE_258_length_6349_cov_6.01684	6349	107	USA	NA	NA
haib18CEM5332_HMCMJCCXY_SL335763_NODE_274_length_5712_cov_5.32279	5712	107	USA	NA	NA
3300011548_____Ga0120970_100624	5535	107	Engineered-subway	40.79	-73.94
REF:Bacilli_gi_70725001-1807036-1855693	48657	108	Bacilli_gi_70725001-1807036-1855693	prophage	prophage
haib17DB4959_H3MGVCCXY_SL259975_NODE_43_length_46063_cov_56.7909	46063	108	USA	44.955637	-93.105183
haib17DB4959_H3MGVCCXY_SL259989_NODE_52_length_45992_cov_80.0764	45992	108	NA	NA	NA
haib17DB4959_H3MGVCCXY_SL259967_NODE_34_length_45411_cov_12.749	45411	108	Japan	35.658743	139.699563
haib17CEM4890_H2NYMCCXY_SL254828_NODE_118_length_42038_cov_209.516	42038	108	USA	NA	NA
3300013148_____Ga0118256_100003	29698	108	Host-human	0	0
REF:Bacilli_gi_484266562	27135	108	Bacilli_gi_484266562	prophage	prophage
3300012593_____Ga0118295_100039	25719	108	Host-human	0	0
3300011683_____Ga0120801_100135	15181	108	Engineered-subway	40.75	-73.98
haib17CEM4890_H7KYMCCXY_SL273067_NODE_233_length_15094_cov_133.181	15094	108	USA	NA	NA
haib17DB4959_H3MGVCCXY_SL259987_NODE_69_length_14820_cov_6.48371	14820	108	NA	NA	NA
haib17DB4959_H3MGVCCXY_SL259989_NODE_190_length_12297_cov_37.7078	12297	108	NA	NA	NA
haib17DB4959_H3MGVCCXY_SL259987_NODE_84_length_10130_cov_6.15206	10130	108	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254821_NODE_253_length_9246_cov_6.49222	9246	108	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254856_NODE_677_length_8626_cov_6.99825	8626	108	USA	40.70856591	-73.95789254
haib17CEM4890_HKC32ALXX_SL254746_NODE_522_length_7362_cov_5.48994	7362	108	Colombia	4.65750486	-74.06222547
3300012308_____Ga0118305_100231	7258	108	Host-human	0	0
3300012624_____Ga0118082_100351	6037	108	Host-human	0	0
3300013146_____Ga0118589_100133	5879	108	Host-human	0	0
REF:2706795523_____2706857674	29412	109	Propionibacterium phage PHL041M10	REF	REF
haib18CEM5453_HNHKFCCXY_SL345981_NODE_127_length_14300_cov_14.3964	14300	109	Hong_Kong	22.371646	114.185532
haib18CEM5453_HNHKFCCXY_SL345982_NODE_422_length_8858_cov_17.4744	8858	109	Hong_Kong	22.371885	114.185618
haib18CEM5453_HNHKFCCXY_SL345958_NODE_151_length_7814_cov_12.6909	7814	109	Hong_Kong	22.371646	114.185618
haib18CEM5453_HNHKFCCXY_SL345954_NODE_180_length_7408_cov_8.72637	7408	109	Hong_Kong	22.370773	114.185103
haib18CEM5453_HNHKFCCXY_SL345957_NODE_165_length_7381_cov_7.80822	7381	109	Hong_Kong	22.371726	114.185532
haib18CEM5453_HNHKFCCXY_SL345984_NODE_229_length_6944_cov_10.9077	6944	109	Hong_Kong	22.37117	114.185103
haib18CEM5453_HNHKFCCXY_SL345975_NODE_204_length_6877_cov_11.3461	6877	109	Hong_Kong	22.370535	114.18579
